"Metabolite_name","Type","Alignment_ID","Average_Rt(min)","Average_Mz","Adduct_type","Post_curation_result","Fill_percent","MS.MS_assigned","Reference_RT","Reference_m.z","Formula","Ontology","Annotation_tag_(VS1.0)","RT_matched","m.z_matched","MS.MS_matched","Comment","Manually_modified_for_quantification","Manually_modified_for_annotation","Isotope_tracking_parent_ID","Isotope_tracking_weight_number","RT_similarity","m.z_similarity","Simple_dot_product","Weighted_dot_product","Reverse_dot_product","Matched_peaks_count","Matched_peaks_percentage","Total_score","S.N_average","Spectrum_reference_file_name","MS1_isotopic_spectrum","MS.MS_spectrum","Blank_1_1","Blank_1","Blank_2_1","Blank_2","Sample.Avg","Sample.Std","Isotope_tracking_weight_number2","HRF_Score","SI","P12_B_001","P12_D1_001","P12_D2_001","P12_D3_001","P14_B_001","P14_D1_001","P14_D2_001","P14_D3_001","P15_B_001","P15_D1_001","P15_D2_001","P15_D3_001","P16_B_001","P16_D1_001","P16_D2_001","P16_D3_001","QCB_001","QCB_002","QCP_001","QCP_002","Spk1_001","Spk2_002","QC_Pooled_Avg","QC_Blank_Avg","Solvent_Blank_Avg","LOD_pre_solv_sub","QC_Pool_Blank_Sub","QC_Pool_Blank_Ratio","SMILES","INCHIKEY"
"Octasiloxane, 1,1,3,3,5,5,7,7,9,9,11,11,13,13,15,15-hexadecamethyl-","EI","331","11.136",504.10809,NA,NA,NA,NA,NA,"343.01489","C16 H50 O7 Si8",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.908","1992",NA,NA,NA,722,NA,NA,NA,NA,NA,NA,"98.4","569",0.00265519116512086,0.00612126370735636,0.0057918832245027,0.00532954036949434,0.0788850546945126,0.216802154303666,0.274267343825033,0.234838429839971,0.00378211147469473,0.00233473407130809,0.00183255845999284,0.00253345375342393,0.172503567795912,0.0904996525334489,NA,0.136286511111235,NA,0.0264807517271351,NA,0.051857746276196,0,0.000312027233551778,0.051857746276196,0.0264807517271351,0.000312027233551778,0.000366511691998569,0.0253769945490609,0.510642163006811,"C[Si](C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)C","JETFAOWLNCGULZ-UHFFFAOYSA-N"
"Octasiloxane, 1,1,3,3,5,5,7,7,9,9,11,11,13,13,15,15-hexadecamethyl-","EI","438","12.236",681.19202,NA,NA,NA,NA,NA,"311.09811","C16 H50 O7 Si8",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.906","2140",NA,NA,NA,573,NA,NA,NA,NA,NA,NA,"98.2","566",0.000256401805367243,0.000174895434382606,0.000424342115573456,0.000318307595364426,0.390604723031125,0.0347902795860955,1.4393924722359,1.26380695314351,0.0163443657466613,0.00102547495343612,0.000648524342599708,0.000710287397911433,1.14243049936203,0.487839549798142,NA,0.696375469766707,NA,0.162542099783716,NA,0.332161478711013,0,0.000729863772723375,0.332161478711013,0.162542099783716,0.000729863772723375,3.49790868765213e-05,0.169619378927297,0.489346628677345,"C[Si](C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)C","JETFAOWLNCGULZ-UHFFFAOYSA-N"
"Octasiloxane, 1,1,3,3,5,5,7,7,9,9,11,11,13,13,15,15-hexadecamethyl-","EI","462","12.411",429.08917,NA,NA,NA,NA,NA,"265.01987","C16 H50 O7 Si8",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.926","2165",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"97.1","685",NA,0.00184595131603651,0.00157184109190623,0.00154021424461877,0.00137722272432931,0.0179626120512244,0.011111323862842,0.0115035686544258,NA,NA,NA,NA,0.0172911924212007,0.0173791125217099,NA,0.0217429044718532,NA,0.00119073921790079,NA,NA,0,0,0,0.00119073921790079,0,0.000238147843580158,0,Inf,"C[Si](C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)C","JETFAOWLNCGULZ-UHFFFAOYSA-N"
"Octasiloxane, 1,1,3,3,5,5,7,7,9,9,11,11,13,13,15,15-hexadecamethyl-","EI","531","13.273",471.13635,NA,NA,NA,NA,NA,"135.04684","C16 H50 O7 Si8",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.91","2297",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"98.2","587",0.00706963576907746,0.0026796816000441,0.00286503505748748,0.00301595419219916,0.00263005495564263,0.0828125399439141,0.111652138762758,0.0704591959306834,0.00010924416101689,NA,2.08804520301494e-05,2.09306653189928e-05,0.0594477949116632,0.0384424537484957,NA,0.0583397890622048,NA,0.00436527445793883,NA,0.0276403583262601,0,0,0.0276403583262601,0.00436527445793883,0,4.17609040602988e-06,0.0232750838683213,0.157931181875871,"C[Si](C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)C","JETFAOWLNCGULZ-UHFFFAOYSA-N"
"Octocrylene","EI","717","15.302",360.19623,NA,NA,NA,NA,NA,"204.08073","C24 H27 N O2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.97","2659","3",NA,NA,NA,NA,NA,NA,NA,NA,NA,"99.1","866",0.00240577119295141,0.0264752521685415,0.0144828680830655,0.0260208125953188,0.00246172258836163,0.0359117425346136,0.0491980171538681,0.0464035147234319,0.0873832821561741,0.0860368529826133,0.111016582734749,0.120467934988691,0.00792807592795208,0.00615724453722066,NA,0.0165619698316198,NA,0.0185882409785837,NA,0.0448004813923858,0,0.000189299460835457,0.0448004813923858,0.0185882409785837,0.000189299460835457,0.000481154238590282,0.0262122404138021,0.414911634894685,"CCCCC(CC)COC(=O)C(=C(C1=CC=CC=C1)C2=CC=CC=C2)C#N","FMJSMJQBSVNSBF-UHFFFAOYSA-N"
"Oxalic acid, 2-ethylhexyl hexyl ester","EI","342","11.174",209.13303,NA,NA,NA,NA,NA,"72.08885","C16 H30 O4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.902","1997",NA,NA,NA,21872,NA,NA,NA,NA,NA,NA,"94.2","624",0.00464792673620556,0.00901128390460445,0.00160485432787595,0.00282017972438608,0.00370058500836002,0.00536426496775171,0.00548467883606567,0.00847528119560444,0.00621021036633885,0.00453628061501646,0.00229340480025422,0.00376026178570378,0.0111983272010002,0.00213266705660356,NA,0.00206676038822079,NA,0.00314488216074513,NA,0.00435875066650465,0,0.000194755253156479,0.00435875066650465,0.00314488216074513,0.000194755253156479,0.00032097086557519,0.00121386850575952,0.721509992510551,"CCCCCCOC(=O)C(=O)OCC(CC)CCCC","FWDWHMLXCGLZII-UHFFFAOYSA-N"
"Oxalic acid, allyl octadecyl ester","EI","329","11.119",183.08087,NA,NA,NA,NA,NA,"98.10896","C23 H42 O4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.923","1991",NA,NA,NA,822,NA,NA,NA,NA,NA,NA,"98.4","646",0.00103913753270056,0.00264360097026551,NA,0.00237262673400243,0.000567153757712018,0.000461374863006285,0.000815051881029232,0.000674609562633536,0.00198883972302833,0.000859225802169407,0.000226661876583171,NA,0.00210535773784739,0.000451964571286167,NA,0.000125959861465104,NA,0.000724869774187286,NA,0.00104651155635622,0,0.000295659856588712,0.00104651155635622,0.000724869774187286,0.000295659856588712,2.51919722930207e-05,0.000321641782168934,0.692653387136175,"CCCCCCCCCCCCCCCCCCOC(=O)C(=O)OCC=C","JUETYCJINGVUAJ-UHFFFAOYSA-N"
"Oxalic acid, cyclobutyl octadecyl ester","EI","828","16.414",111.11741,NA,NA,NA,NA,NA,"83.08552","C24 H44 O4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.927","2887",NA,NA,NA,26857,NA,NA,NA,NA,NA,NA,"99.8","640",0.00235297408880396,0.023937623705244,0.353557935351709,0.0273510744194117,NA,0.0164895091144937,0.0089863899678441,0.0177465188040968,0.00599054908030112,0.0329854313673001,0.00578353368958994,0.2308760501359,0.676358774533321,NA,NA,0.0243008252375736,NA,0.167653919363142,NA,0.05421791333009,0,0.0867856742135889,0.05421791333009,0.167653919363142,0.0867856742135889,0.000470594817760792,0,3.09222375163039,"CCCCCCCCCCCCCCCCCCOC(=O)C(=O)OC1CCC1","XBDFFXWKUQOUQH-UHFFFAOYSA-N"
"p-Tolylsulfonamide, N-(2'-benzoylphenyl)-N-methyl-","EI","528","13.252",210.12828,NA,NA,NA,NA,NA,"194.09641","C21 H19 N O3 S",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.921","2293",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"95.9","685",0.000691658917032444,0.00308383565092095,0.000162368600255751,0.00379279641281815,0.00018448898147212,0.000104418558421039,0.000535252961808025,0.00190231271311629,0.000918018692607981,0.00621401686117713,0.000435817919646115,0.00710715046037375,0.000421758138261805,0.00602155307821675,NA,0.000127115787925351,NA,0.000307443728201882,NA,0.00220899938990852,0,1.51549786695053e-05,0.00220899938990852,0.000307443728201882,1.51549786695053e-05,2.08837116842078e-05,0.00190155566170664,0.139177823953412,"CC1=CC=C(C=C1)S(=O)(=O)N(C)C2=CC=CC=C2C(=O)C3=CC=CC=C3","KLHADNVXJCXFIS-UHFFFAOYSA-N"
"Palmitic acid vinyl ester","EI","340","11.166",243.21121,NA,NA,NA,NA,NA,"239.17941","C18 H34 O2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.909","1996","19",NA,NA,78889,NA,NA,NA,NA,NA,NA,"97.5","597",0.00918578126075488,0.0260866778100991,0.00414838928036335,0.046113779782833,0.0144164593706176,0.00677474220635015,0.0662461476740157,0.0617559066812561,0.0109456245589497,0.0569360682928929,0.00628048141745226,0.0634687340582491,0.0200113459111907,0.0503164914663542,NA,0.00838736627285456,NA,0.0103462152548134,NA,0.0321101918797911,0,0.00283359524810408,0.0321101918797911,0.0103462152548134,0.00283359524810408,0.00082967785607267,0.0217639766249777,0.322209698825403,"CCCCCCCCCCCCCCCC(=O)OC=C","UJRIYYLGNDXVTA-UHFFFAOYSA-N"
"Palmitoleic acid","EI","418","11.988",221.19058,NA,NA,NA,NA,NA,"68.06205","C16 H30 O2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.948","2105","154",NA,NA,14010,NA,NA,NA,NA,NA,NA,"97","802",NA,0.0334262173687358,0.0325534913333961,0.0270939534798769,0.0385425036011498,0.0187939414851626,0.0375338731148677,0.0372449704267438,0.031556852931237,0.015027794034993,0.0100079233230431,0.0203670431586404,0.0706221244475998,0.0166236074327272,NA,0.0124853784333454,NA,0.0268916049247493,NA,0.0122553052187655,0,0.000791971630761675,0.0122553052187655,0.0268916049247493,0.000791971630761675,0.00200158466460862,0,2.1942827571175,"CCCCCCC=CCCCCCCCC(=O)O","SECPZKHBENQXJG-FPLPWBNLSA-N"
"Palmitoleic acid","EI","942","19.904",192.1878,NA,NA,NA,NA,NA,"127.07539","C16 H30 O2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.951",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"100","755",0.000506953316020474,0.000944318051745947,0.00091432533457309,0.000818417183404718,3.44743041657566e-05,0.0043261333706069,0.00224571609193306,0.00133010805338032,NA,0.0015390907275571,0.00188054131693081,0.00499267140611216,0.000944227247787346,NA,NA,0.00714777963504656,NA,0.000123955892374174,NA,0.00150994783733984,0,0,0.00150994783733984,0.000123955892374174,0,6.89486083315131e-06,0.00138599194496567,0.0820928308308677,"CCCCCCC=CCCCCCCCC(=O)O","SECPZKHBENQXJG-FPLPWBNLSA-N"
"Palmitoleic acid","EI","949","20.812",236.2141,NA,NA,NA,NA,NA,"127.0754","C16 H30 O2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.946",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"99.2","746",0.000343096913454327,0.00284674894019206,0.00136004255701566,0.000384608359741007,5.96868549735487e-05,0.00494091830080863,0.00691698427460778,0.00242831818874844,0.000691224517357014,0.00121506172140896,0.00376558212520819,0.00643438767971047,0.00743165105189985,0.00219406141579759,NA,0.00341525697220524,NA,NA,NA,0.000581229265907379,0,0,0.000581229265907379,0,0,1.19373709947097e-05,0.000581229265907379,0,"CCCCCCC=CCCCCCCCC(=O)O","SECPZKHBENQXJG-FPLPWBNLSA-N"
"Pentadecane, 7-methyl-","EI","113","7.013",126.14087,NA,NA,NA,NA,NA,"85.10115","C16 H34",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.951","1594","53",NA,NA,72221,NA,NA,NA,NA,NA,NA,"99.7","761",0.0254768537904697,0.0228118825574736,0.00881820785040878,0.0373901379896074,0.00300338079724658,0.00519254031783686,0.0182338870956957,0.00833860038796603,0.0153567934587919,0.00546884425032957,0.00522584282854899,NA,NA,0.00173353282766311,NA,0.00286127921613159,NA,NA,NA,0.00550667553649797,0,0.0029368695391101,0.00550667553649797,0,0.0029368695391101,0.000346706565532623,0.00550667553649797,0,"CCCCCCCCC(C)CCCCCC","MOKGOCMIDWMCHO-UHFFFAOYSA-N"
"Pentanoic acid, 10-undecenyl ester","EI","965","24.071",135.11743,NA,NA,NA,NA,NA,"110.10899","C16 H30 O2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.934",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"99.8","675",0.000191880036504876,0.00266287797105181,0.00189370087418535,0.000582962712669291,NA,0.00681615351283235,0.00328853389742935,0.00249436131770221,0.000232088364133677,0.00332413609569577,0.00348053231794812,NA,0.000560231597603455,0.00672771581847075,NA,0.0116569765110686,NA,0.000139234001756054,NA,0.00308248418607201,0,0,0.00308248418607201,0.000139234001756054,0,2.78468003512108e-05,0.00294325018431596,0.0451694131587676,"CCCCC(=O)OCCCCCCCCCC=C","WVDFZHJTHUAKMH-UHFFFAOYSA-N"
"Pentanoic acid, 10-undecenyl ester","EI","767","15.85",138.14087,NA,NA,NA,NA,NA,"70.07768","C16 H30 O2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.934","2769",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"98.9","690",0.00405456721554067,0.0133014875240449,0.0069031061781201,0.0170371960073424,0.00212472340159503,0.0164865838686427,0.0249232574113585,0.0153784089480181,0.00523585769981125,0.154336521281052,NA,1.53447348339185,4.48782684605257,0.0219478737219268,NA,0.0203113979189422,NA,2.76134494325813,NA,0.382799422955022,0,0,0.382799422955022,2.76134494325813,0,0.000424944680319006,0,7.2135556577957,"CCCCC(=O)OCCCCCCCCCC=C","WVDFZHJTHUAKMH-UHFFFAOYSA-N"
"Permethrine","EI","222","9.462",198.10443,NA,NA,NA,NA,NA,"152.06207","C21 H20 Cl2 O3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.933","1809","884",NA,NA,71504,NA,NA,NA,NA,NA,NA,"97.6","714",0.00654633533325939,0.0276760869238723,0.00124353280983847,0.0166205103149743,0.000560516167805476,0.000858953929539985,0.00800347697114479,0.025282651484771,0.00748772667529376,0.0213279781449493,0.00203046577468938,0.0250341297837977,0.00436037904295463,0.0493304668642591,NA,0.00238243667997403,NA,0.00484569448201602,NA,0.0148736791838903,0,0.00205942382865241,0.0148736791838903,0.00484569448201602,0.00205942382865241,0.000112103233561095,0.0100279847018743,0.325789901886844,"CC1(C(C1C(=O)OCC2=CC(=CC=C2)OC3=CC=CC=C3)C=C(Cl)Cl)C","RLLPVAHGXHCWKJ-UHFFFAOYSA-N"
"Permethrine","EI","180","8.571",198.10443,NA,NA,NA,NA,NA,"181.06482","C21 H20 Cl2 O3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.932","1726","967",NA,NA,595,NA,NA,NA,NA,NA,NA,"98.5","689",0.00910118070262714,0.0773791050927771,0.00313206974594606,0.043343942064456,0.000340343708812533,0.00048350498379223,0.0135238677048951,0.0731553510000629,0.0189079895333569,0.0631939686564515,0.00427293492680945,0.0723116239368389,0.00373439318289383,0.145451971093551,NA,0.0026204130399775,NA,0.00506580964082821,NA,0.0378620057525757,0,0.000797537641109384,0.0378620057525757,0.00506580964082821,0.000797537641109384,6.80687417625065e-05,0.0327961961117475,0.133796652874989,"CC1(C(C1C(=O)OCC2=CC(=CC=C2)OC3=CC=CC=C3)C=C(Cl)Cl)C","RLLPVAHGXHCWKJ-UHFFFAOYSA-N"
"Phenanthrene, 2,5-dimethyl-","EI","378","11.615",206.10954,NA,NA,NA,NA,NA,"192.08891","C16 H14",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.956","2054",NA,NA,NA,266,NA,NA,NA,NA,NA,NA,"95.2","875",0.000686241977482432,0.00223100685687508,0.000131873105239362,NA,0.000158478890791836,6.80691991071132e-05,0.000703174863686927,0.00155910266696136,0.000775043891044959,0.00373019180572363,0.000287615923418657,0.00505757152663364,0.000400236160790826,0.00436883961485064,NA,8.64416256053894e-05,NA,0.000416874127419884,NA,0.00191120583125674,0,2.9924194245605e-05,0.00191120583125674,0.000416874127419884,2.9924194245605e-05,1.36138398214226e-05,0.00149433170383686,0.218121000157143,"CC1=CC2=C(C=C1)C3=C(C=CC=C3C=C2)C","ANBPQRLLOPVKIG-UHFFFAOYSA-N"
"Phenol, 2-methyl-5-(1-methylethyl)-","EI","23","4.65",150.10452,NA,NA,NA,NA,NA,"150.10397","C10 H14 O",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.972",NA,NA,NA,NA,12335,NA,NA,NA,NA,NA,NA,"99.5","868",0.142526998448035,0.0030020613896489,0.000492218356376572,0.19761061542817,0.000863864317371473,0.00272459942255647,0.00128395669590483,0.000612061673965846,0.000595390188061002,0.000563553255029774,0.000235906925209314,0.000473665473578589,0.0004573750304262,0.000313976140875922,NA,0.000451172546515384,NA,0.0335305330005532,NA,0.0166377023874675,0,0.000903071401662485,0.0166377023874675,0.0335305330005532,0.000903071401662485,4.71813850418628e-05,0,2.01533434242762,"CC1=C(C=C(C=C1)C(C)C)O","RECUKUPTGUEGMW-UHFFFAOYSA-N"
"Phenol, 2,2'-methylenebis-","EI","351","11.237",200.08371,NA,NA,NA,NA,NA,"200.08316","C13 H12 O2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.955","2005","20",NA,NA,NA,NA,NA,NA,NA,NA,NA,"97.1","834",0.0182410744665717,0.0117960455578765,0.00892074156617155,0.0209677993808276,0.00358141711515421,0.00818496507574415,0.0328966756022394,0.0165254115102829,0.0219191466401556,0.091440389547483,0.0199965480464826,0.0215156397695772,0.0381657610821514,0.0477918363140744,NA,0.0322906611762086,NA,0.0105537115482412,NA,0.0253108701915739,0,8.39310273223875e-05,0.0253108701915739,0.0105537115482412,8.39310273223875e-05,0.000716283423030842,0.0147571586433327,0.416963599764127,"C1=CC=C(C(=C1)CC2=CC=CC=C2O)O","MQCPOLNSJCWPGT-UHFFFAOYSA-N"
"Phenol, 2,4-bis(1-phenylethyl)-","EI","639","14.411",302.16702,NA,NA,NA,NA,NA,"209.09604","C22 H22 O",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.928","2491","65",NA,NA,NA,NA,NA,NA,NA,NA,NA,"93.4","771",0.031363550338259,0.324027820179955,0.00695698069627458,0.143528963205815,0.000632217575051718,0.000686771415057156,0.0525584003501286,0.328149985947161,0.0710093386955753,0.272645126255565,0.0161974658021082,0.265447877538683,0.0145268396553922,0.650474086390966,NA,0.0143292978736516,NA,0.0117329357378887,NA,0.145557729125889,0,0.00056878012671987,0.145557729125889,0.0117329357378887,0.00056878012671987,0.000126443515010344,0.133824793388,0.0806067517564883,"CC(C1=CC=CC=C1)C2=CC(=C(C=C2)O)C(C)C3=CC=CC=C3","RCFAHSGZAAFQJH-UHFFFAOYSA-N"
"Phenol, 2,4-bis(1-phenylethyl)-","EI","599","14.002",302.16702,NA,NA,NA,NA,NA,"209.09604","C22 H22 O",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.92","2418","8",NA,NA,NA,NA,NA,NA,NA,NA,NA,"95.1","697",0.0282004187703552,0.26080106800704,0.00610225902508651,0.191720349585849,0.00020432456991376,4.05718881075656e-05,0.0270577955273508,0.150437058657207,0.0568819700215762,0.269055054253372,0.0187672026451385,0.322928724699983,0.011956712833509,0.437702477320527,NA,0.00773444843632409,NA,0.0134517606741615,NA,0.120607885642585,0,0.000979232058103417,0.120607885642585,0.0134517606741615,0.000979232058103417,8.11437762151312e-06,0.107156124968423,0.111533011315902,"CC(C1=CC=CC=C1)C2=CC(=C(C=C2)O)C(C)C3=CC=CC=C3","RCFAHSGZAAFQJH-UHFFFAOYSA-N"
"Phenol, 2,4-bis(1,1-dimethylethyl)-, phosphite (3:1)","EI","941","19.709",646.45117,NA,NA,NA,NA,NA,"441.29169","C42 H63 O3 P",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.962",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"97.5","857",0.0413786530064773,0.000280204975715186,NA,NA,NA,0.105822523808004,NA,NA,0.166945874368581,NA,0.094811488888717,NA,0.0969926205364425,0.000463421070646163,NA,0.102898008779406,NA,NA,NA,0.000335123972281846,0,0.0747084237213001,0.000335123972281846,0,0.0747084237213001,5.60409951430373e-05,0.000335123972281846,0,"CC(C)(C)C1=CC(=C(C=C1)OP(OC2=C(C=C(C=C2)C(C)(C)C)C(C)(C)C)OC3=C(C=C(C=C3)C(C)(C)C)C(C)(C)C)C(C)(C)C","JKIJEFPNVSHHEI-UHFFFAOYSA-N"
"Phenol, 2,4,6-tris(1-phenylethyl)-","EI","867","17.175",406.2294,NA,NA,NA,NA,NA,"406.22885","C30 H30 O",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.957",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"95.4","877",0.0166919982822764,0.255105198749575,0.00404046040541487,0.162841252591301,0.000261310080157903,NA,0.0372936764106959,0.16710800182553,0.0423522429924911,0.255998065487235,0.0143140068462573,0.288032908667702,0.0145789281223388,0.508723131744128,NA,0.0104591838393389,NA,0.00690241901642442,NA,0.107601137364524,0,0,0.107601137364524,0.00690241901642442,0,5.22620160315805e-05,0.1006987183481,0.0641481975514893,"CC(C1=CC=CC=C1)C2=CC(=C(C(=C2)C(C)C3=CC=CC=C3)O)C(C)C4=CC=CC=C4","BYLSIPUARIZAHZ-UHFFFAOYSA-N"
"Phenol, 2,4,6-tris(1-phenylethyl)-","EI","871","17.266",406.2294,NA,NA,NA,NA,NA,"391.20541","C30 H30 O",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.936",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"91.5","852",0.0326161875150907,0.478299974559969,0.00829397821619698,0.304549707308609,0.000549736515980512,0.000400402564702941,0.0681052938709266,0.309668395560966,0.0853262837139971,0.499184469493626,0.0269242531723172,0.546475458162476,0.026039084043124,0.942156701884815,NA,0.0176401602374157,NA,0.0135134501174621,NA,0.197944723385591,0,0.00044621768104358,0.197944723385591,0.0135134501174621,0.00044621768104358,8.00805129405881e-05,0.184431273268129,0.0682688069999131,"CC(C1=CC=CC=C1)C2=CC(=C(C(=C2)C(C)C3=CC=CC=C3)O)C(C)C4=CC=CC=C4","BYLSIPUARIZAHZ-UHFFFAOYSA-N"
"Phenol, 4,4'-methylenebis-","EI","390","11.75",200.08371,NA,NA,NA,NA,NA,"107.04908","C13 H12 O2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.958","2072","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,"96.2","864",0.0453297446389693,0.0390657855445392,0.0167605244526341,0.0549918950511867,0.00674294235098804,0.0160890556759499,0.0664105135826784,0.0417857667445194,0.0474817730904305,0.198809267116652,0.0595757963923922,0.0519070260448852,0.0808106681933627,0.100195679277682,NA,0.0649176608296474,NA,0.0237209832890849,NA,0.0429494906317803,0,9.05441089236262e-05,0.0429494906317803,0.0237209832890849,9.05441089236262e-05,0.00134858847019761,0.0192285073426954,0.552299525329706,"C1=CC(=CC=C1CC2=CC=C(C=C2)O)O","PXKLMJQFEQBVLD-UHFFFAOYSA-N"
"Phthalic acid, 2-ethylbutyl nonyl ester","EI","784","15.963",293.17538,NA,NA,NA,NA,NA,"71.08552","C23 H36 O4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.97","2792","187",NA,NA,184804,NA,NA,NA,NA,NA,NA,"99.3","865",0.399630670653951,0.585153792345751,1.13634337999324,0.405326755006804,0.249780509308963,0.407297521795307,0.524431557768174,0.466165411626415,0.478721196600814,0.532274073206465,0.443128327602341,19.2395007491221,58.9257046483576,0.584793635268051,NA,0.652024847217226,NA,11.495240442445,NA,1.84853249133423,0,0.0179884636995827,1.84853249133423,11.495240442445,0.0179884636995827,0.0499561018617925,0,6.21857635520812,"CCCCCCCCCOC(=O)C1=CC=CC=C1C(=O)OCC(CC)CC","GTCNGLRVGFYZLF-UHFFFAOYSA-N"
"Phthalic acid, 2-ethylbutyl nonyl ester","EI","761","15.819",293.17538,NA,NA,NA,NA,NA,"150.02669","C23 H36 O4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.977","2763","158",NA,NA,NA,NA,NA,NA,NA,NA,NA,"99.4","895",0.000400733150266457,0.00439128038017713,0.00217160295471802,0.00593613300335157,8.97875533869332e-05,0.000752983718971885,0.0236883855790798,0.00131607071739271,0.000432950524378313,0.00134216390271702,9.58954093236491e-05,9.7462475458042,32.9272522171763,NA,NA,0.000535952527834167,NA,5.1321307596434,NA,0.577292343054546,0,0.000121680701462792,0.577292343054546,5.1321307596434,0.000121680701462792,1.79575106773866e-05,0,8.89000316977786,"CCCCCCCCCOC(=O)C1=CC=CC=C1C(=O)OCC(CC)CC","GTCNGLRVGFYZLF-UHFFFAOYSA-N"
